# mu=1.9, N=2048, T_burn=1500, T_meas=1500, init=half_half, seed_base=12345, tol_sync=1e-07
eps,sigma_mean,escaped_frac,is_synced,mu,N,T_burn,T_meas,init,seed_base,tol_sync
0.2,0.395517879,0,0
0.325,0.3716737212,0,0
0.45,0.01779771695,0,0
0.575,4.029184394e-17,0,1
0.7,3.629504105e-17,0,1
0.825,3.272382365e-17,0,1
0.95,3.366751322e-17,0,1
1.075,3.190040824e-17,0,1
1.2,2.607173736e-17,0,1
